month_end,history_start,history_end,formula_id,selected_geo,selected_positive,gross_return,turnover,transaction_cost,realized_return
2012-07-31,2010-07-31,2012-06-30,F0854,0.049601773822838924,0.8333333333333334,0.07785851865380511,0.7,0.0014,0.07645851865380511
2012-08-31,2010-08-31,2012-07-31,F0854,0.052434212442727945,0.8333333333333334,0.08169759837004746,0.85,0.0017,0.07999759837004747
2012-09-30,2010-09-30,2012-08-31,F0854,0.052163131546477004,0.8333333333333334,0.04533762491553274,0.8,0.0016,0.04373762491553274
2012-10-31,2010-10-31,2012-09-30,F0854,0.052066120917698466,0.8333333333333334,0.01735602314719058,0.85,0.0017,0.01565602314719058
2012-11-30,2010-11-30,2012-10-31,F0243,0.051003607195805545,0.8333333333333334,0.008029493221054113,0.44999999999999996,0.0009,0.007129493221054113
2012-12-31,2010-12-31,2012-11-30,F0854,0.05344054239859575,0.8333333333333334,0.11612041408472748,0.8,0.0016,0.11452041408472748
2013-01-31,2011-01-31,2012-12-31,F0854,0.057993499718847374,0.8333333333333334,0.07442519531006771,0.85,0.0017,0.07272519531006771
2013-02-28,2011-02-28,2013-01-31,F0381,0.06281150388592449,0.875,0.05970261761218665,0.85,0.0017,0.05800261761218665
2013-03-31,2011-03-31,2013-02-28,F0134,0.06677465956419715,0.7083333333333334,0.03249321760409486,0.65,0.0013,0.031193217604094863
2013-04-30,2011-04-30,2013-03-31,F0134,0.06844173533957454,0.75,0.06608975269275778,0.75,0.0015,0.06458975269275778
2013-05-31,2011-05-31,2013-04-30,F0134,0.06925576974116354,0.75,-0.1320101762049984,0.55,0.0011,-0.13311017620499838
2013-06-30,2011-06-30,2013-05-31,F0381,0.05259788952805944,0.875,0.0012390752644249158,0.9,0.0018,-0.0005609247355750841
2013-07-31,2011-07-31,2013-06-30,F0551,0.0508554110652677,0.7083333333333334,-0.019123583111680286,0.35,0.0007,-0.019823583111680285
2013-08-31,2011-08-31,2013-07-31,F0551,0.05007039877528685,0.7083333333333334,0.02178878302004448,0.44999999999999996,0.0009,0.020888783020044478
2013-09-30,2011-09-30,2013-08-31,F0551,0.05421542156916015,0.75,-0.009281041881423235,0.25,0.0005,-0.009781041881423235
2013-10-31,2011-10-31,2013-09-30,F0844,0.05647318393149248,0.7916666666666666,-0.019349994089562735,0.6,0.0012,-0.020549994089562734
2013-11-30,2011-11-30,2013-10-31,F0551,0.07692117800767462,0.75,0.02767712834564775,0.35,0.0007,0.02697712834564775
2013-12-31,2011-12-31,2013-11-30,F0551,0.07849894752723796,0.7916666666666666,-0.013632385653845508,0.25,0.0005,-0.014132385653845508
2014-01-31,2012-01-31,2013-12-31,F0551,0.07560026134221665,0.75,0.026170274746733786,0.25,0.0005,0.025670274746733786
2014-02-28,2012-02-29,2014-01-31,F0551,0.0736312108834638,0.75,0.03248177513275756,0.5,0.001,0.03148177513275756
